"cat01_code","(J315-02-2-001)新潟県地域","cat02_code","(J301-02-1-001)農林業経営体数","unit","value"
"1089","新潟県_長岡市_深才村","1009","林業経営体_計","経営体","-"
"1089","新潟県_長岡市_深才村","1010","林業経営体_個人経営","経営体","-"
"1089","新潟県_長岡市_深才村","1011","林業経営体_団体経営","経営体","-"
"1089","新潟県_長岡市_深才村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1090","新潟県_長岡市_宮内町","1001","農林業経営体_計","経営体","150"
"1090","新潟県_長岡市_宮内町","1002","農林業経営体_個人経営","経営体","147"
"1090","新潟県_長岡市_宮内町","1003","農林業経営体_団体経営","経営体","3"
"1090","新潟県_長岡市_宮内町","1004","農林業経営体_団体経営_法人経営","経営体","2"
"1090","新潟県_長岡市_宮内町","1005","農業経営体_計","経営体","150"
"1090","新潟県_長岡市_宮内町","1006","農業経営体_個人経営","経営体","147"
"1090","新潟県_長岡市_宮内町","1007","農業経営体_団体経営","経営体","3"
"1090","新潟県_長岡市_宮内町","1008","農業経営体_団体経営_法人経営","経営体","2"
"1090","新潟県_長岡市_宮内町","1009","林業経営体_計","経営体","-"
"1090","新潟県_長岡市_宮内町","1010","林業経営体_個人経営","経営体","-"
"1090","新潟県_長岡市_宮内町","1011","林業経営体_団体経営","経営体","-"
"1090","新潟県_長岡市_宮内町","1012","林業経営体_団体経営_法人経営","経営体","-"
"1091","新潟県_長岡市_十日町村","1001","農林業経営体_計","経営体","82"
"1091","新潟県_長岡市_十日町村","1002","農林業経営体_個人経営","経営体","82"
"1091","新潟県_長岡市_十日町村","1003","農林業経営体_団体経営","経営体","-"
"1091","新潟県_長岡市_十日町村","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1091","新潟県_長岡市_十日町村","1005","農業経営体_計","経営体","82"
"1091","新潟県_長岡市_十日町村","1006","農業経営体_個人経営","経営体","82"
"1091","新潟県_長岡市_十日町村","1007","農業経営体_団体経営","経営体","-"
"1091","新潟県_長岡市_十日町村","1008","農業経営体_団体経営_法人経営","経営体","-"
"1091","新潟県_長岡市_十日町村","1009","林業経営体_計","経営体","-"
"1091","新潟県_長岡市_十日町村","1010","林業経営体_個人経営","経営体","-"
"1091","新潟県_長岡市_十日町村","1011","林業経営体_団体経営","経営体","-"
"1091","新潟県_長岡市_十日町村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1092","新潟県_長岡市_六日市村２－１","1001","農林業経営体_計","経営体","49"
"1092","新潟県_長岡市_六日市村２－１","1002","農林業経営体_個人経営","経営体","47"
"1092","新潟県_長岡市_六日市村２－１","1003","農林業経営体_団体経営","経営体","2"
"1092","新潟県_長岡市_六日市村２－１","1004","農林業経営体_団体経営_法人経営","経営体","2"
"1092","新潟県_長岡市_六日市村２－１","1005","農業経営体_計","経営体","49"
"1092","新潟県_長岡市_六日市村２－１","1006","農業経営体_個人経営","経営体","47"
"1092","新潟県_長岡市_六日市村２－１","1007","農業経営体_団体経営","経営体","2"
"1092","新潟県_長岡市_六日市村２－１","1008","農業経営体_団体経営_法人経営","経営体","2"
"1092","新潟県_長岡市_六日市村２－１","1009","林業経営体_計","経営体","-"
"1092","新潟県_長岡市_六日市村２－１","1010","林業経営体_個人経営","経営体","-"
"1092","新潟県_長岡市_六日市村２－１","1011","林業経営体_団体経営","経営体","-"
"1092","新潟県_長岡市_六日市村２－１","1012","林業経営体_団体経営_法人経営","経営体","-"
"1093","新潟県_長岡市_太田村２－１","1001","農林業経営体_計","経営体","1"
"1093","新潟県_長岡市_太田村２－１","1002","農林業経営体_個人経営","経営体","1"
"1093","新潟県_長岡市_太田村２－１","1003","農林業経営体_団体経営","経営体","-"
"1093","新潟県_長岡市_太田村２－１","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1093","新潟県_長岡市_太田村２－１","1005","農業経営体_計","経営体","1"
"1093","新潟県_長岡市_太田村２－１","1006","農業経営体_個人経営","経営体","1"
"1093","新潟県_長岡市_太田村２－１","1007","農業経営体_団体経営","経営体","-"
"1093","新潟県_長岡市_太田村２－１","1008","農業経営体_団体経営_法人経営","経営体","-"
"1093","新潟県_長岡市_太田村２－１","1009","林業経営体_計","経営体","-"
"1093","新潟県_長岡市_太田村２－１","1010","林業経営体_個人経営","経営体","-"
"1093","新潟県_長岡市_太田村２－１","1011","林業経営体_団体経営","経営体","-"
"1093","新潟県_長岡市_太田村２－１","1012","林業経営体_団体経営_法人経営","経営体","-"
"1094","新潟県_長岡市_関原町","1001","農林業経営体_計","経営体","18"
"1094","新潟県_長岡市_関原町","1002","農林業経営体_個人経営","経営体","16"
"1094","新潟県_長岡市_関原町","1003","農林業経営体_団体経営","経営体","2"
"1094","新潟県_長岡市_関原町","1004","農林業経営体_団体経営_法人経営","経営体","1"
"1094","新潟県_長岡市_関原町","1005","農業経営体_計","経営体","18"
"1094","新潟県_長岡市_関原町","1006","農業経営体_個人経営","経営体","16"
"1094","新潟県_長岡市_関原町","1007","農業経営体_団体経営","経営体","2"
"1094","新潟県_長岡市_関原町","1008","農業経営体_団体経営_法人経営","経営体","1"
"1094","新潟県_長岡市_関原町","1009","林業経営体_計","経営体","-"
"1094","新潟県_長岡市_関原町","1010","林業経営体_個人経営","経営体","-"
"1094","新潟県_長岡市_関原町","1011","林業経営体_団体経営","経営体","-"
"1094","新潟県_長岡市_関原町","1012","林業経営体_団体経営_法人経営","経営体","-"
"1095","新潟県_長岡市_日吉村２－２","1001","農林業経営体_計","経営体","7"
"1095","新潟県_長岡市_日吉村２－２","1002","農林業経営体_個人経営","経営体","6"
"1095","新潟県_長岡市_日吉村２－２","1003","農林業経営体_団体経営","経営体","1"
"1095","新潟県_長岡市_日吉村２－２","1004","農林業経営体_団体経営_法人経営","経営体","1"
"1095","新潟県_長岡市_日吉村２－２","1005","農業経営体_計","経営体","6"
"1095","新潟県_長岡市_日吉村２－２","1006","農業経営体_個人経営","経営体","6"
"1095","新潟県_長岡市_日吉村２－２","1007","農業経営体_団体経営","経営体","-"
"1095","新潟県_長岡市_日吉村２－２","1008","農業経営体_団体経営_法人経営","経営体","-"
"1095","新潟県_長岡市_日吉村２－２","1009","林業経営体_計","経営体","1"
"1095","新潟県_長岡市_日吉村２－２","1010","林業経営体_個人経営","経営体","-"
"1095","新潟県_長岡市_日吉村２－２","1011","林業経営体_団体経営","経営体","1"
"1095","新潟県_長岡市_日吉村２－２","1012","林業経営体_団体経営_法人経営","経営体","1"
"1096","新潟県_長岡市_黒川村２－２","1001","農林業経営体_計","経営体","20"
"1096","新潟県_長岡市_黒川村２－２","1002","農林業経営体_個人経営","経営体","19"
"1096","新潟県_長岡市_黒川村２－２","1003","農林業経営体_団体経営","経営体","1"
"1096","新潟県_長岡市_黒川村２－２","1004","農林業経営体_団体経営_法人経営","経営体","1"
"1096","新潟県_長岡市_黒川村２－２","1005","農業経営体_計","経営体","20"
"1096","新潟県_長岡市_黒川村２－２","1006","農業経営体_個人経営","経営体","19"
"1096","新潟県_長岡市_黒川村２－２","1007","農業経営体_団体経営","経営体","1"
"1096","新潟県_長岡市_黒川村２－２","1008","農業経営体_団体経営_法人経営","経営体","1"
"1096","新潟県_長岡市_黒川村２－２","1009","林業経営体_計","経営体","-"
"1096","新潟県_長岡市_黒川村２－２","1010","林業経営体_個人経営","経営体","-"
"1096","新潟県_長岡市_黒川村２－２","1011","林業経営体_団体経営","経営体","-"
"1096","新潟県_長岡市_黒川村２－２","1012","林業経営体_団体経営_法人経営","経営体","-"
"1097","新潟県_長岡市_宮本村","1001","農林業経営体_計","経営体","19"
"1097","新潟県_長岡市_宮本村","1002","農林業経営体_個人経営","経営体","18"
"1097","新潟県_長岡市_宮本村","1003","農林業経営体_団体経営","経営体","1"
"1097","新潟県_長岡市_宮本村","1004","農林業経営体_団体経営_法人経営","経営体","1"
"1097","新潟県_長岡市_宮本村","1005","農業経営体_計","経営体","19"
"1097","新潟県_長岡市_宮本村","1006","農業経営体_個人経営","経営体","18"
"1097","新潟県_長岡市_宮本村","1007","農業経営体_団体経営","経営体","1"
"1097","新潟県_長岡市_宮本村","1008","農業経営体_団体経営_法人経営","経営体","1"
"1097","新潟県_長岡市_宮本村","1009","林業経営体_計","経営体","1"
"1097","新潟県_長岡市_宮本村","1010","林業経営体_個人経営","経営体","1"
"1097","新潟県_長岡市_宮本村","1011","林業経営体_団体経営","経営体","-"
"1097","新潟県_長岡市_宮本村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1098","新潟県_長岡市_大積村","1001","農林業経営体_計","経営体","28"
"1098","新潟県_長岡市_大積村","1002","農林業経営体_個人経営","経営体","27"
"1098","新潟県_長岡市_大積村","1003","農林業経営体_団体経営","経営体","1"
"1098","新潟県_長岡市_大積村","1004","農林業経営体_団体経営_法人経営","経営体","1"
"1098","新潟県_長岡市_大積村","1005","農業経営体_計","経営体","28"
"1098","新潟県_長岡市_大積村","1006","農業経営体_個人経営","経営体","27"
"1098","新潟県_長岡市_大積村","1007","農業経営体_団体経営","経営体","1"
"1098","新潟県_長岡市_大積村","1008","農業経営体_団体経営_法人経営","経営体","1"
"1098","新潟県_長岡市_大積村","1009","林業経営体_計","経営体","2"
"1098","新潟県_長岡市_大積村","1010","林業経営体_個人経営","経営体","2"
"1098","新潟県_長岡市_大積村","1011","林業経営体_団体経営","経営体","-"
"1098","新潟県_長岡市_大積村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1099","新潟県_長岡市_中之島町","1001","農林業経営体_計","経営体","490"
"1099","新潟県_長岡市_中之島町","1002","農林業経営体_個人経営","経営体","459"
"1099","新潟県_長岡市_中之島町","1003","農林業経営体_団体経営","経営体","31"
"1099","新潟県_長岡市_中之島町","1004","農林業経営体_団体経営_法人経営","経営体","9"
"1099","新潟県_長岡市_中之島町","1005","農業経営体_計","経営体","490"
"1099","新潟県_長岡市_中之島町","1006","農業経営体_個人経営","経営体","459"
"1099","新潟県_長岡市_中之島町","1007","農業経営体_団体経営","経営体","31"
"1099","新潟県_長岡市_中之島町","1008","農業経営体_団体経営_法人経営","経営体","9"
"1099","新潟県_長岡市_中之島町","1009","林業経営体_計","経営体","-"
"1099","新潟県_長岡市_中之島町","1010","林業経営体_個人経営","経営体","-"
"1099","新潟県_長岡市_中之島町","1011","林業経営体_団体経営","経営体","-"
"1099","新潟県_長岡市_中之島町","1012","林業経営体_団体経営_法人経営","経営体","-"
"1100","新潟県_長岡市_来迎寺村","1001","農林業経営体_計","経営体","92"
"1100","新潟県_長岡市_来迎寺村","1002","農林業経営体_個人経営","経営体","83"
"1100","新潟県_長岡市_来迎寺村","1003","農林業経営体_団体経営","経営体","9"
"1100","新潟県_長岡市_来迎寺村","1004","農林業経営体_団体経営_法人経営","経営体","7"
"1100","新潟県_長岡市_来迎寺村","1005","農業経営体_計","経営体","92"
"1100","新潟県_長岡市_来迎寺村","1006","農業経営体_個人経営","経営体","83"
"1100","新潟県_長岡市_来迎寺村","1007","農業経営体_団体経営","経営体","9"
"1100","新潟県_長岡市_来迎寺村","1008","農業経営体_団体経営_法人経営","経営体","7"
"1100","新潟県_長岡市_来迎寺村","1009","林業経営体_計","経営体","-"
"1100","新潟県_長岡市_来迎寺村","1010","林業経営体_個人経営","経営体","-"
"1100","新潟県_長岡市_来迎寺村","1011","林業経営体_団体経営","経営体","-"
"1100","新潟県_長岡市_来迎寺村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1101","新潟県_長岡市_石津村","1001","農林業経営体_計","経営体","26"
"1101","新潟県_長岡市_石津村","1002","農林業経営体_個人経営","経営体","23"
"1101","新潟県_長岡市_石津村","1003","農林業経営体_団体経営","経営体","3"
"1101","新潟県_長岡市_石津村","1004","農林業経営体_団体経営_法人経営","経営体","3"
"1101","新潟県_長岡市_石津村","1005","農業経営体_計","経営体","26"
"1101","新潟県_長岡市_石津村","1006","農業経営体_個人経営","経営体","23"
"1101","新潟県_長岡市_石津村","1007","農業経営体_団体経営","経営体","3"
"1101","新潟県_長岡市_石津村","1008","農業経営体_団体経営_法人経営","経営体","3"
"1101","新潟県_長岡市_石津村","1009","林業経営体_計","経営体","-"
"1101","新潟県_長岡市_石津村","1010","林業経営体_個人経営","経営体","-"
"1101","新潟県_長岡市_石津村","1011","林業経営体_団体経営","経営体","-"
"1101","新潟県_長岡市_石津村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1102","新潟県_長岡市_塚山村","1001","農林業経営体_計","経営体","43"
"1102","新潟県_長岡市_塚山村","1002","農林業経営体_個人経営","経営体","40"
"1102","新潟県_長岡市_塚山村","1003","農林業経営体_団体経営","経営体","3"
"1102","新潟県_長岡市_塚山村","1004","農林業経営体_団体経営_法人経営","経営体","1"
"1102","新潟県_長岡市_塚山村","1005","農業経営体_計","経営体","43"
"1102","新潟県_長岡市_塚山村","1006","農業経営体_個人経営","経営体","40"
"1102","新潟県_長岡市_塚山村","1007","農業経営体_団体経営","経営体","3"
"1102","新潟県_長岡市_塚山村","1008","農業経営体_団体経営_法人経営","経営体","1"
"1102","新潟県_長岡市_塚山村","1009","林業経営体_計","経営体","-"
"1102","新潟県_長岡市_塚山村","1010","林業経営体_個人経営","経営体","-"
"1102","新潟県_長岡市_塚山村","1011","林業経営体_団体経営","経営体","-"
"1102","新潟県_長岡市_塚山村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1103","新潟県_長岡市_千谷沢村２－１","1001","農林業経営体_計","経営体","8"
"1103","新潟県_長岡市_千谷沢村２－１","1002","農林業経営体_個人経営","経営体","7"
"1103","新潟県_長岡市_千谷沢村２－１","1003","農林業経営体_団体経営","経営体","1"
"1103","新潟県_長岡市_千谷沢村２－１","1004","農林業経営体_団体経営_法人経営","経営体","1"
"1103","新潟県_長岡市_千谷沢村２－１","1005","農業経営体_計","経営体","8"
"1103","新潟県_長岡市_千谷沢村２－１","1006","農業経営体_個人経営","経営体","7"
"1103","新潟県_長岡市_千谷沢村２－１","1007","農業経営体_団体経営","経営体","1"
"1103","新潟県_長岡市_千谷沢村２－１","1008","農業経営体_団体経営_法人経営","経営体","1"
"1103","新潟県_長岡市_千谷沢村２－１","1009","林業経営体_計","経営体","-"
"1103","新潟県_長岡市_千谷沢村２－１","1010","林業経営体_個人経営","経営体","-"
"1103","新潟県_長岡市_千谷沢村２－１","1011","林業経営体_団体経営","経営体","-"
"1103","新潟県_長岡市_千谷沢村２－１","1012","林業経営体_団体経営_法人経営","経営体","-"
"1104","新潟県_長岡市_岩塚村","1001","農林業経営体_計","経営体","38"
"1104","新潟県_長岡市_岩塚村","1002","農林業経営体_個人経営","経営体","32"
"1104","新潟県_長岡市_岩塚村","1003","農林業経営体_団体経営","経営体","6"
"1104","新潟県_長岡市_岩塚村","1004","農林業経営体_団体経営_法人経営","経営体","4"
"1104","新潟県_長岡市_岩塚村","1005","農業経営体_計","経営体","38"
"1104","新潟県_長岡市_岩塚村","1006","農業経営体_個人経営","経営体","32"
"1104","新潟県_長岡市_岩塚村","1007","農業経営体_団体経営","経営体","6"
"1104","新潟県_長岡市_岩塚村","1008","農業経営体_団体経営_法人経営","経営体","4"
"1104","新潟県_長岡市_岩塚村","1009","林業経営体_計","経営体","-"
"1104","新潟県_長岡市_岩塚村","1010","林業経営体_個人経営","経営体","-"
"1104","新潟県_長岡市_岩塚村","1011","林業経営体_団体経営","経営体","-"
"1104","新潟県_長岡市_岩塚村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1105","新潟県_長岡市_脇野町","1001","農林業経営体_計","経営体","57"
"1105","新潟県_長岡市_脇野町","1002","農林業経営体_個人経営","経営体","54"
"1105","新潟県_長岡市_脇野町","1003","農林業経営体_団体経営","経営体","3"
"1105","新潟県_長岡市_脇野町","1004","農林業経営体_団体経営_法人経営","経営体","3"
"1105","新潟県_長岡市_脇野町","1005","農業経営体_計","経営体","57"
"1105","新潟県_長岡市_脇野町","1006","農業経営体_個人経営","経営体","54"
"1105","新潟県_長岡市_脇野町","1007","農業経営体_団体経営","経営体","3"
"1105","新潟県_長岡市_脇野町","1008","農業経営体_団体経営_法人経営","経営体","3"
"1105","新潟県_長岡市_脇野町","1009","林業経営体_計","経営体","-"
"1105","新潟県_長岡市_脇野町","1010","林業経営体_個人経営","経営体","-"
"1105","新潟県_長岡市_脇野町","1011","林業経営体_団体経営","経営体","-"
"1105","新潟県_長岡市_脇野町","1012","林業経営体_団体経営_法人経営","経営体","-"
"1106","新潟県_長岡市_大津村２－１","1001","農林業経営体_計","経営体","38"
"1106","新潟県_長岡市_大津村２－１","1002","農林業経営体_個人経営","経営体","37"
"1106","新潟県_長岡市_大津村２－１","1003","農林業経営体_団体経営","経営体","1"
"1106","新潟県_長岡市_大津村２－１","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1106","新潟県_長岡市_大津村２－１","1005","農業経営体_計","経営体","38"
"1106","新潟県_長岡市_大津村２－１","1006","農業経営体_個人経営","経営体","37"
"1106","新潟県_長岡市_大津村２－１","1007","農業経営体_団体経営","経営体","1"
"1106","新潟県_長岡市_大津村２－１","1008","農業経営体_団体経営_法人経営","経営体","-"
"1106","新潟県_長岡市_大津村２－１","1009","林業経営体_計","経営体","1"
"1106","新潟県_長岡市_大津村２－１","1010","林業経営体_個人経営","経営体","1"
"1106","新潟県_長岡市_大津村２－１","1011","林業経営体_団体経営","経営体","-"
"1106","新潟県_長岡市_大津村２－１","1012","林業経営体_団体経営_法人経営","経営体","-"
"1107","新潟県_長岡市_日吉村２－１","1001","農林業経営体_計","経営体","29"
"1107","新潟県_長岡市_日吉村２－１","1002","農林業経営体_個人経営","経営体","27"
"1107","新潟県_長岡市_日吉村２－１","1003","農林業経営体_団体経営","経営体","2"
"1107","新潟県_長岡市_日吉村２－１","1004","農林業経営体_団体経営_法人経営","経営体","1"
"1107","新潟県_長岡市_日吉村２－１","1005","農業経営体_計","経営体","29"
"1107","新潟県_長岡市_日吉村２－１","1006","農業経営体_個人経営","経営体","27"
"1107","新潟県_長岡市_日吉村２－１","1007","農業経営体_団体経営","経営体","2"
"1107","新潟県_長岡市_日吉村２－１","1008","農業経営体_団体経営_法人経営","経営体","1"
"1107","新潟県_長岡市_日吉村２－１","1009","林業経営体_計","経営体","-"
"1107","新潟県_長岡市_日吉村２－１","1010","林業経営体_個人経営","経営体","-"
"1107","新潟県_長岡市_日吉村２－１","1011","林業経営体_団体経営","経営体","-"
"1107","新潟県_長岡市_日吉村２－１","1012","林業経営体_団体経営_法人経営","経営体","-"
"1108","新潟県_長岡市_種苧原村","1001","農林業経営体_計","経営体","37"
"1108","新潟県_長岡市_種苧原村","1002","農林業経営体_個人経営","経営体","37"
"1108","新潟県_長岡市_種苧原村","1003","農林業経営体_団体経営","経営体","-"
"1108","新潟県_長岡市_種苧原村","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1108","新潟県_長岡市_種苧原村","1005","農業経営体_計","経営体","37"
"1108","新潟県_長岡市_種苧原村","1006","農業経営体_個人経営","経営体","37"
"1108","新潟県_長岡市_種苧原村","1007","農業経営体_団体経営","経営体","-"
"1108","新潟県_長岡市_種苧原村","1008","農業経営体_団体経営_法人経営","経営体","-"
"1108","新潟県_長岡市_種苧原村","1009","林業経営体_計","経営体","-"
"1108","新潟県_長岡市_種苧原村","1010","林業経営体_個人経営","経営体","-"
"1108","新潟県_長岡市_種苧原村","1011","林業経営体_団体経営","経営体","-"
"1108","新潟県_長岡市_種苧原村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1109","新潟県_長岡市_太田村２－２","1001","農林業経営体_計","経営体","17"
"1109","新潟県_長岡市_太田村２－２","1002","農林業経営体_個人経営","経営体","16"
"1109","新潟県_長岡市_太田村２－２","1003","農林業経営体_団体経営","経営体","1"
"1109","新潟県_長岡市_太田村２－２","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1109","新潟県_長岡市_太田村２－２","1005","農業経営体_計","経営体","17"
"1109","新潟県_長岡市_太田村２－２","1006","農業経営体_個人経営","経営体","16"
"1109","新潟県_長岡市_太田村２－２","1007","農業経営体_団体経営","経営体","1"
"1109","新潟県_長岡市_太田村２－２","1008","農業経営体_団体経営_法人経営","経営体","-"
"1109","新潟県_長岡市_太田村２－２","1009","林業経営体_計","経営体","-"
"1109","新潟県_長岡市_太田村２－２","1010","林業経営体_個人経営","経営体","-"
"1109","新潟県_長岡市_太田村２－２","1011","林業経営体_団体経営","経営体","-"
"1109","新潟県_長岡市_太田村２－２","1012","林業経営体_団体経営_法人経営","経営体","-"
"1110","新潟県_長岡市_竹沢村","1001","農林業経営体_計","経営体","14"
"1110","新潟県_長岡市_竹沢村","1002","農林業経営体_個人経営","経営体","14"
"1110","新潟県_長岡市_竹沢村","1003","農林業経営体_団体経営","経営体","-"
"1110","新潟県_長岡市_竹沢村","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1110","新潟県_長岡市_竹沢村","1005","農業経営体_計","経営体","14"
"1110","新潟県_長岡市_竹沢村","1006","農業経営体_個人経営","経営体","14"
"1110","新潟県_長岡市_竹沢村","1007","農業経営体_団体経営","経営体","-"
"1110","新潟県_長岡市_竹沢村","1008","農業経営体_団体経営_法人経営","経営体","-"
"1110","新潟県_長岡市_竹沢村","1009","林業経営体_計","経営体","-"
"1110","新潟県_長岡市_竹沢村","1010","林業経営体_個人経営","経営体","-"
"1110","新潟県_長岡市_竹沢村","1011","林業経営体_団体経営","経営体","-"
"1110","新潟県_長岡市_竹沢村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1111","新潟県_長岡市_東竹沢村２－１","1001","農林業経営体_計","経営体","13"
"1111","新潟県_長岡市_東竹沢村２－１","1002","農林業経営体_個人経営","経営体","13"
"1111","新潟県_長岡市_東竹沢村２－１","1003","農林業経営体_団体経営","経営体","-"
"1111","新潟県_長岡市_東竹沢村２－１","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1111","新潟県_長岡市_東竹沢村２－１","1005","農業経営体_計","経営体","13"
"1111","新潟県_長岡市_東竹沢村２－１","1006","農業経営体_個人経営","経営体","13"
"1111","新潟県_長岡市_東竹沢村２－１","1007","農業経営体_団体経営","経営体","-"
"1111","新潟県_長岡市_東竹沢村２－１","1008","農業経営体_団体経営_法人経営","経営体","-"
"1111","新潟県_長岡市_東竹沢村２－１","1009","林業経営体_計","経営体","-"
"1111","新潟県_長岡市_東竹沢村２－１","1010","林業経営体_個人経営","経営体","-"
"1111","新潟県_長岡市_東竹沢村２－１","1011","林業経営体_団体経営","経営体","-"
"1111","新潟県_長岡市_東竹沢村２－１","1012","林業経営体_団体経営_法人経営","経営体","-"
"1112","新潟県_長岡市_仙田村３－２","1001","農林業経営体_計","経営体","3"
"1112","新潟県_長岡市_仙田村３－２","1002","農林業経営体_個人経営","経営体","3"
"1112","新潟県_長岡市_仙田村３－２","1003","農林業経営体_団体経営","経営体","-"
"1112","新潟県_長岡市_仙田村３－２","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1112","新潟県_長岡市_仙田村３－２","1005","農業経営体_計","経営体","3"
"1112","新潟県_長岡市_仙田村３－２","1006","農業経営体_個人経営","経営体","3"
"1112","新潟県_長岡市_仙田村３－２","1007","農業経営体_団体経営","経営体","-"
"1112","新潟県_長岡市_仙田村３－２","1008","農業経営体_団体経営_法人経営","経営体","-"
"1112","新潟県_長岡市_仙田村３－２","1009","林業経営体_計","経営体","-"
"1112","新潟県_長岡市_仙田村３－２","1010","林業経営体_個人経営","経営体","-"
"1112","新潟県_長岡市_仙田村３－２","1011","林業経営体_団体経営","経営体","-"
"1112","新潟県_長岡市_仙田村３－２","1012","林業経営体_団体経営_法人経営","経営体","-"
"1113","新潟県_長岡市_上小国村","1001","農林業経営体_計","経営体","133"
"1113","新潟県_長岡市_上小国村","1002","農林業経営体_個人経営","経営体","124"
"1113","新潟県_長岡市_上小国村","1003","農林業経営体_団体経営","経営体","9"
"1113","新潟県_長岡市_上小国村","1004","農林業経営体_団体経営_法人経営","経営体","5"
"1113","新潟県_長岡市_上小国村","1005","農業経営体_計","経営体","133"
"1113","新潟県_長岡市_上小国村","1006","農業経営体_個人経営","経営体","124"
"1113","新潟県_長岡市_上小国村","1007","農業経営体_団体経営","経営体","9"
"1113","新潟県_長岡市_上小国村","1008","農業経営体_団体経営_法人経営","経営体","5"
"1113","新潟県_長岡市_上小国村","1009","林業経営体_計","経営体","-"
"1113","新潟県_長岡市_上小国村","1010","林業経営体_個人経営","経営体","-"
"1113","新潟県_長岡市_上小国村","1011","林業経営体_団体経営","経営体","-"
"1113","新潟県_長岡市_上小国村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1114","新潟県_長岡市_小国村","1001","農林業経営体_計","経営体","103"
"1114","新潟県_長岡市_小国村","1002","農林業経営体_個人経営","経営体","95"
"1114","新潟県_長岡市_小国村","1003","農林業経営体_団体経営","経営体","8"
"1114","新潟県_長岡市_小国村","1004","農林業経営体_団体経営_法人経営","経営体","8"
"1114","新潟県_長岡市_小国村","1005","農業経営体_計","経営体","103"
"1114","新潟県_長岡市_小国村","1006","農業経営体_個人経営","経営体","95"
"1114","新潟県_長岡市_小国村","1007","農業経営体_団体経営","経営体","8"
"1114","新潟県_長岡市_小国村","1008","農業経営体_団体経営_法人経営","経営体","8"
"1114","新潟県_長岡市_小国村","1009","林業経営体_計","経営体","-"
"1114","新潟県_長岡市_小国村","1010","林業経営体_個人経営","経営体","-"
"1114","新潟県_長岡市_小国村","1011","林業経営体_団体経営","経営体","-"
"1114","新潟県_長岡市_小国村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1115","新潟県_長岡市_山横沢村","1001","農林業経営体_計","経営体","7"
"1115","新潟県_長岡市_山横沢村","1002","農林業経営体_個人経営","経営体","7"
"1115","新潟県_長岡市_山横沢村","1003","農林業経営体_団体経営","経営体","-"
"1115","新潟県_長岡市_山横沢村","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1115","新潟県_長岡市_山横沢村","1005","農業経営体_計","経営体","7"
"1115","新潟県_長岡市_山横沢村","1006","農業経営体_個人経営","経営体","7"
"1115","新潟県_長岡市_山横沢村","1007","農業経営体_団体経営","経営体","-"
"1115","新潟県_長岡市_山横沢村","1008","農業経営体_団体経営_法人経営","経営体","-"
"1115","新潟県_長岡市_山横沢村","1009","林業経営体_計","経営体","-"
"1115","新潟県_長岡市_山横沢村","1010","林業経営体_個人経営","経営体","-"
"1115","新潟県_長岡市_山横沢村","1011","林業経営体_団体経営","経営体","-"
"1115","新潟県_長岡市_山横沢村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1116","新潟県_長岡市_千谷沢村２－２","1001","農林業経営体_計","経営体","5"
"1116","新潟県_長岡市_千谷沢村２－２","1002","農林業経営体_個人経営","経営体","3"
"1116","新潟県_長岡市_千谷沢村２－２","1003","農林業経営体_団体経営","経営体","2"
"1116","新潟県_長岡市_千谷沢村２－２","1004","農林業経営体_団体経営_法人経営","経営体","2"
"1116","新潟県_長岡市_千谷沢村２－２","1005","農業経営体_計","経営体","5"
"1116","新潟県_長岡市_千谷沢村２－２","1006","農業経営体_個人経営","経営体","3"
"1116","新潟県_長岡市_千谷沢村２－２","1007","農業経営体_団体経営","経営体","2"
"1116","新潟県_長岡市_千谷沢村２－２","1008","農業経営体_団体経営_法人経営","経営体","2"
"1116","新潟県_長岡市_千谷沢村２－２","1009","林業経営体_計","経営体","1"
"1116","新潟県_長岡市_千谷沢村２－２","1010","林業経営体_個人経営","経営体","1"
"1116","新潟県_長岡市_千谷沢村２－２","1011","林業経営体_団体経営","経営体","-"
"1116","新潟県_長岡市_千谷沢村２－２","1012","林業経営体_団体経営_法人経営","経営体","-"
"1117","新潟県_長岡市_桐島村","1001","農林業経営体_計","経営体","32"
"1117","新潟県_長岡市_桐島村","1002","農林業経営体_個人経営","経営体","22"
